[Node list of texts and gods attested in them. This data was used for creating networks with full texts.]
Text	God
cams-gkab/P363509	Adad
cams-gkab/P363509	Nabu
cams-gkab/P363509	Zababa
cams-gkab/P363509	Nusku
cams-gkab/P363509	Uraš
cams-gkab/P363509	Nergal
cams-gkab/P363509	Išum
cams-gkab/P363509	Id
cams-gkab/P363509	Namma
cams-gkab/P363509	Asalluhi
cams-gkab/P363509	Enbilulu
cams-gkab/P363509	Šazu
cams-gkab/P363523	Anu
cams-gkab/P363523	Enlil
cams-gkab/P363523	Ea
cams-gkab/P363523	Gula
cams-gkab/P363524	Anu
cams-gkab/P363524	Antu
cams-gkab/P363524	Enlil
cams-gkab/P363524	Ninlil
cams-gkab/P363524	Ennugi
cams-gkab/P363524	Papsukkal
cams-gkab/P363524	Damkina
cams-gkab/P363524	Sin
cams-gkab/P363524	Ningal
cams-gkab/P363524	Ninŋirsuk
cams-gkab/P363524	Baba
cams-gkab/P363524	Zababa
cams-gkab/P363524	Gula
cams-gkab/P363524	Uraš
cams-gkab/P363524	Ninegalak
cams-gkab/P363524	Tišpak
cams-gkab/P363524	Ninurta
cams-gkab/P363524	Ištar
cams-gkab/P363524	Nergal
cams-gkab/P363524	Mamu
cams-gkab/P363524	Išum
cams-gkab/P363524	Ninmah
cams-gkab/P363524	Ea
cams-gkab/P363524	Ninŋešzidak
cams-gkab/P363524	Šamaš
cams-gkab/P363524	Marduk
cams-gkab/P363524	Adad
cams-gkab/P363524	Sebettu
cams-gkab/P363524	Nabu
cams-gkab/P363524	Zarpanitu
cams-gkab/P363541	Ea
cams-gkab/P363541	Šamaš
cams-gkab/P363541	Asalluhi
cams-gkab/P363541	Anu
cams-gkab/P363541	Enbilulu
cams-gkab/P363572	Madanu
cams-gkab/P363572	Aya
cams-gkab/P363572	Zarpanitu
cams-gkab/P363572	Gula
cams-gkab/P363572	Baba
cams-gkab/P363572	Sadarnuna
cams-gkab/P363577	Ea
cams-gkab/P363577	Šamaš
cams-gkab/P363577	Anunnaki
cams-gkab/P363577	Igigi
cams-gkab/P363577	Enlil
cams-gkab/P363577	Kugsud
cams-gkab/P363577	Enki
cams-gkab/P363577	Asalluhi
cams-gkab/P363581	Igigi
cams-gkab/P363581	Anu
cams-gkab/P363581	Enlil
cams-gkab/P363581	Anunnaki
cams-gkab/P363581	Ea
cams-gkab/P363581	Marduk
cams-gkab/P363582	Nisaba
cams-gkab/P363582	Anunnaki
cams-gkab/P363582	Ea
cams-gkab/P363582	Enlil
cams-gkab/P363582	Igigi
cams-gkab/P363582	Ninlil
cams-gkab/P363582	Anu
cams-gkab/P363582	Belet-ili
cams-gkab/P363582	Ištar
cams-gkab/P363582	Tašmetu
cams-gkab/P363582	Nabu
cams-gkab/P363582	Tutu
cams-gkab/P363582	Sin
cams-gkab/P363582	Marduk
cams-gkab/P363582	Dagan
cams-gkab/P363582	Nanaya
cams-gkab/P363582	Šazu
cams-gkab/P363582	Šamaš
cams-gkab/P363582	Išhara
cams-gkab/P363593	Anu
cams-gkab/P363593	Papsukkal
cams-gkab/P363593	Nergal
cams-gkab/P363615	Marduk
cams-gkab/P363615	Adad
cams-gkab/P363615	Erra
cams-gkab/P363615	Bel
cams-gkab/P387619	Ninurta
cams-gkab/P387619	Anu
ccpo/P237219	Anu
ccpo/P237219	Enlil
ccpo/P237219	Šamaš
ccpo/P237754	Damu
ccpo/P237754	Gula
ccpo/P237754	Ninimma
ccpo/P237754	Ea
ccpo/P237754	Nergal
ccpo/P237754	Ištaran
ccpo/P237772	Sin
ccpo/P237772	Šamaš
ccpo/P237772	Adad
ccpo/P237772	Šulpae
ccpo/P237772	Ninurta
ccpo/P237772	Ninŋirsuk
ccpo/P238616	Nabu
ccpo/P238616	Belet-ili
ccpo/P369075	Alu
ccpo/P369075	Gula
ccpo/P369075	Sin
ccpo/P369075	Šamaš
ccpo/P369075	Nergal
ccpo/P369075	Belet-Akkad
ccpo/P369075	Nusku
ccpo/P369075	Asalluhi
ccpo/P369075	Tišpak
ccpo/P369075	Nabu
ccpo/P369075	Manungal
ccpo/P373895	Ea
ccpo/P373895	Šamaš
ccpo/P373895	Marduk
ccpo/P373895	Adad
ccpo/P393836	Sin
ccpo/P393836	Anu
ccpo/P393836	Enlil
ccpo/P393836	Nabu
ccpo/P393836	Tašmetu
ccpo/P393842	Adad
ccpo/P393842	Šamaš
ccpo/P393842	Nabu
ccpo/P394842	Sin
ccpo/P394842	Šamaš
ccpo/P394842	Erra
ccpo/P394842	Manzat
ccpo/P394923	Ištar
ccpo/P394923	Id
ccpo/P394923	Marduk
ccpo/P395191	Ninurta
ccpo/P395191	Anu
ccpo/P395191	Enlil
ccpo/P395191	Adad
ccpo/P395191	Nabu
ccpo/P395191	Tašmetu
ccpo/P396249	Ea
ccpo/P396249	Sin
ccpo/P397660	Sin
ccpo/P397660	Ea
ccpo/P397660	Nabu
ccpo/P397660	Anšar
ccpo/P399217	Sin
ccpo/P399217	Anu
ccpo/P399217	Enlil
ccpo/P399317	Anu
ccpo/P399317	Enlil
ccpo/P399317	Nabu
ccpo/P399317	Tašmetu
ccpo/P401036	Sin
ccpo/P401036	Anu
ccpo/P401036	Enlil
ccpo/P413991	Šamaš
ccpo/P413991	Sin
ccpo/P413991	Nergal
ccpo/P413991	Ninurta
ccpo/P413991	Anu
ccpo/P426183	Sin
ccpo/P426183	Šamaš
ccpo/P430865	Asalluhi
ccpo/P430865	Anšar
ccpo/P430865	Marduk
ccpo/P430865	Šamaš
ccpo/P430865	Sin
ccpo/P430865	Adad
ccpo/P430865	Ninurta
ccpo/P433502	Bel
ccpo/P433502	Beltiya
ccpo/P469976	Marduk
ccpo/P469976	Zarpanitu
ccpo/P469976	Asalluhi
ccpo/P469976	Enlil
ccpo/P469976	Asaralimnuna
ccpo/P469976	Anu
ccpo/P469976	Ea
ccpo/P469976	An
ccpo/P469976	Šamaš
ccpo/P469976	Nunamnir
ccpo/P469976	Anzu
ccpo/P469976	Qingu
ccpo/P469976	Dumuzi
ccpo/P469976	Ninlil
ccpo/P469985	Sin
ccpo/P469985	Enlil
ccpo/P469985	Kulla
ccpo/P469985	Nabu
ccpo/P469985	Madanu
ccpo/P469985	Šamaš
ccpo/P469985	Enki
ccpo/P469985	Šazu
ccpo/P469985	Marduk
ccpo/P469985	Martu
ccpo/P469985	Anunnaki
ccpo/P470046	Sin
ccpo/P470046	An
ccpo/P470046	Enlil
ccpo/P470046	Šulak
ccpo/P470046	Kubu
ccpo/P497442	Sin
ccpo/P497442	Nabu
ccpo/P497442	Belet
ccpo/P497442	Šamaš
dcclt-signlists/P453275	Id
dcclt-signlists/P453275	Namma
dcclt-signlists/P453275	Šara
dcclt-signlists/P453275	Išum
dcclt-signlists/P453275	Nusku
dcclt-signlists/P453275	Ninurta
dcclt-signlists/P453275	Šamaš
dcclt/P338709	Enlil
dcclt/P338709	Ninurta
glass/P393786	Kubu
glass/P393786	Nabu
glass/P393786	Tašmetu
glass/P395468	Kubu
glass/P395468	Ea
glass/P395469	Nabu
glass/P395469	Tašmetu
riao/Q004455	Ninurta
riao/Q004455	Nudimmud
riao/Q004455	Igigi
riao/Q004455	Šamaš
riao/Q004455	Enlil
riao/Q004455	Anu
riao/Q004455	Dagan
riao/Q004455	Aššur
riao/Q004456	Aššur
riao/Q004456	Enlil
riao/Q004456	Ninurta
riao/Q004456	Anu
riao/Q004456	Dagan
riao/Q004456	Šamaš
riao/Q004456	Adad
riao/Q004456	Ea
riao/Q004456	Nergal
riao/Q004457	Ninurta
riao/Q004457	Nudimmud
riao/Q004457	Igigi
riao/Q004457	Šamaš
riao/Q004457	Enlil
riao/Q004457	Anu
riao/Q004457	Dagan
riao/Q004457	Aššur
riao/Q004457	Adad
riao/Q004471	Aššur
riao/Q004471	Anu
riao/Q004471	Ea
riao/Q004471	Sin
riao/Q004471	Marduk
riao/Q004471	Adad
riao/Q004471	Ninurta
riao/Q004471	Nusku
riao/Q004471	Ninlil
riao/Q004471	Enlil
riao/Q004471	Nergal
riao/Q004471	Šamaš
riao/Q004471	Ištar
riao/Q004472	Aššur
riao/Q004472	Anu
riao/Q004472	Šamaš
riao/Q004473	Aššur
riao/Q004473	Adad
riao/Q004473	Sin
riao/Q004473	Šamaš
riao/Q004473	Ištar
riao/Q004473	Anzu
riao/Q004474	Aššur
riao/Q004474	Anu
riao/Q004474	Igigi
riao/Q004474	Anunnaki
riao/Q004474	Enlil
riao/Q004474	Ea
riao/Q004474	Sin
riao/Q004474	Adad
riao/Q004474	Šamaš
riao/Q004474	Marduk
riao/Q004474	Ninurta
riao/Q004474	Nergal
riao/Q004474	Nusku
riao/Q004474	Ninlil
riao/Q004474	Ištar
riao/Q004475	Aššur
riao/Q004475	Adad
riao/Q004477	Aššur
riao/Q004477	Enlil
riao/Q004477	Ninurta
riao/Q004477	Anu
riao/Q004477	Dagan
riao/Q004477	Šamaš
riao/Q004477	Adad
riao/Q004478	Šamaš
riao/Q004478	Adad
riao/Q004480	Aššur
riao/Q004480	Šamaš
riao/Q004480	Adad
riao/Q004480	Ninurta
riao/Q004480	Sin
riao/Q004480	Anu
riao/Q004480	Ištar
riao/Q004482	Šarrat-niphi
riao/Q004482	Šamaš
riao/Q004482	Anunnaki
riao/Q004482	Anu
riao/Q004482	Igigi
riao/Q004482	Ištar
riao/Q004482	Enlil
riao/Q004482	Ninurta
riao/Q004482	Dagan
riao/Q004482	Aššur
riao/Q004482	Adad
riao/Q004482	Ea
riao/Q004482	Damkina
riao/Q004482	Šala
riao/Q004482	Sin
riao/Q004482	Gula
riao/Q004483	Ninurta
riao/Q004483	Enlil
riao/Q004483	Sin
riao/Q004483	Gula
riao/Q004483	Ištar
riao/Q004484	Aššur
riao/Q004484	Enlil
riao/Q004484	Ninurta
riao/Q004484	Anu
riao/Q004484	Dagan
riao/Q004484	Ea
riao/Q004484	Damkina
riao/Q004484	Adad
riao/Q004484	Šala
riao/Q004484	Gula
riao/Q004484	Sin
riao/Q004484	Nabu
riao/Q004484	Šarrat-niphi
riao/Q004484	Sebettu
riao/Q004484	Kidmuru
riao/Q004484	Nergal
riao/Q004484	Ištar
riao/Q004485	Aššur
riao/Q004485	Ninurta
riao/Q004486	Aššur
riao/Q004486	Ea
riao/Q004486	Ninurta
riao/Q004486	Šarrat-niphi
riao/Q004486	Gula
riao/Q004486	Sin
riao/Q004486	Ištar
riao/Q004487	Adad
riao/Q004487	Šamaš
riao/Q004487	Aššur
riao/Q004490	Aššur
riao/Q004490	Ninurta
riao/Q004492	Aššur
riao/Q004492	Ištar
riao/Q004492	Kidmuru
riao/Q004492	Ea
riao/Q004492	Šamaš
riao/Q004492	Adad
riao/Q004492	Erra
riao/Q004494	Šamaš
riao/Q004494	Aššur
riao/Q004494	Enlil
riao/Q004494	Anu
riao/Q004494	Ea
riao/Q004494	Ištar
riao/Q004494	Nudimmud
riao/Q004494	Adad
riao/Q004495	Enlil
riao/Q004495	Aššur
riao/Q004495	Šamaš
riao/Q004497	Aššur
riao/Q004497	Anu
riao/Q004497	Enlil
riao/Q004497	Ea
riao/Q004497	Šamaš
riao/Q004500	Enlil
riao/Q004500	Ištar
riao/Q004501	Aššur
riao/Q004501	Enlil
riao/Q004501	Ea
riao/Q004501	Adad
riao/Q004501	Šamaš
riao/Q004501	Ninurta
riao/Q004503	Aššur
riao/Q004503	Adad
riao/Q004503	Ištar
riao/Q004504	Aššur
riao/Q004504	Mamu
riao/Q004504	Ištar
riao/Q004505	Aššur
riao/Q004505	Šamaš
riao/Q004505	Adad
riao/Q004506	Sin
riao/Q004506	Šamaš
riao/Q004509	Šamaš
riao/Q004509	Ninurta
riao/Q004510	Šamaš
riao/Q004510	Enlil
riao/Q004510	Ninurta
riao/Q004510	Aššur
riao/Q004510	Adad
riao/Q004510	Ištar
riao/Q004511	Enlil
riao/Q004511	Aššur
riao/Q004511	Ištar
riao/Q004520	Enlil
riao/Q004520	Aššur
riao/Q004520	Adad
riao/Q004520	Ištar
riao/Q004520	Ninurta
riao/Q004521	Enlil
riao/Q004521	Aššur
riao/Q004521	Sin
riao/Q004521	Šamaš
riao/Q004552	Enlil
riao/Q004552	Kidmuru
riao/Q004552	Aššur
riao/Q004558	Aššur
riao/Q004558	Enlil
riao/Q004558	Ninurta
riao/Q004558	Anu
riao/Q004558	Dagan
riao/Q004565	Enlil
riao/Q004565	Aššur
riao/Q004565	Ištar
riao/Q004566	Enlil
riao/Q004566	Aššur
riao/Q004566	Ištar
riao/Q004567	Enlil
riao/Q004567	Aššur
riao/Q004572	Enlil
riao/Q004572	Aššur
riao/Q004580	Enlil
riao/Q004580	Aššur
riao/Q004580	Ištar
riao/Q004581	Enlil
riao/Q004581	Aššur
riao/Q004587	Enlil
riao/Q004587	Aššur
riao/Q004587	Ištar
riao/Q004588	Enlil
riao/Q004588	Aššur
riao/Q004588	Ištar
riao/Q004592	Enlil
riao/Q004592	Aššur
riao/Q006013	Aššur
riao/Q006013	Šamaš
riao/Q006013	Ninurta
riao/Q006013	Nergal
riao/Q006014	Aššur
riao/Q006014	Adad
riao/Q006015	Aššur
riao/Q006015	Adad
riao/Q006015	Sin
riao/Q006015	Šamaš
riao/Q006015	Ištar
riao/Q006016	Aššur
riao/Q006016	Enlil
riao/Q006020	Aššur
riao/Q006020	Ninurta
riao/Q006021	Šamaš
riao/Q006021	Marduk
riao/Q006021	Ninurta
riao/Q006021	Igigi
riao/Q006021	Anunnaki
riao/Q006021	Nergal
riao/Q006021	Nusku
riao/Q006021	Ninlil
riao/Q006021	Enlil
riao/Q006021	Ištar
riao/Q006021	Aššur
riao/Q006021	Nisaba
riao/Q006021	Dagan
riao/Q006021	Adad
riao/Q006021	Gula
riao/Q006032	Aššur
riao/Q006032	Anu
riao/Q006032	Igigi
riao/Q006032	Anunnaki
riao/Q006032	Bel
riao/Q006032	Enlil
riao/Q006032	Ea
riao/Q006032	Sin
riao/Q006032	Adad
riao/Q006032	Šamaš
riao/Q006032	Marduk
riao/Q006032	Ninurta
riao/Q006032	Nergal
riao/Q006032	Nusku
riao/Q006032	Ninlil
riao/Q006032	Ištar
riao/Q006033	Aššur
riao/Q006033	Anu
riao/Q006033	Igigi
riao/Q006033	Anunnaki
riao/Q006033	Bel
riao/Q006033	Enlil
riao/Q006033	Ea
riao/Q006033	Sin
riao/Q006033	Adad
riao/Q006033	Šamaš
riao/Q006033	Marduk
riao/Q006033	Ninurta
riao/Q006033	Nergal
riao/Q006033	Nusku
riao/Q006033	Ninlil
riao/Q006033	Ištar
riao/Q006033	Palil
riao/Q006034	Marduk
riao/Q006034	Ninurta
riao/Q006034	Igigi
riao/Q006034	Anunnaki
riao/Q006034	Nergal
riao/Q006034	Nusku
riao/Q006034	Ninlil
riao/Q006034	Enlil
riao/Q006034	Ištar
riao/Q006035	Aššur
riao/Q006035	Adad
riao/Q006035	Šamaš
riao/Q006035	Ninurta
riao/Q006035	Nergal
ribo-babylon2/Q006245	Adad
ribo-babylon2/Q006245	Marduk
ribo-babylon2/Q006246	Marduk
ribo-babylon2/Q006246	Erra
ribo-babylon2/Q006246	Enlil
ribo-babylon2/Q006249	Asari
ribo-babylon2/Q006249	Marduk
ribo-babylon6/Q003333	Zarpanitu
ribo-babylon6/Q003333	Enlil
ribo-babylon6/Q003333	Marduk
ribo-babylon6/Q003333	Sin
ribo-babylon6/Q003333	Šamaš
ribo-babylon6/Q003333	Nudimmud
ribo-babylon6/Q003333	Adad
ribo-babylon6/Q003333	Ea
ribo-babylon6/Q003333	Anu
ribo-babylon6/Q003333	Nisaba
ribo-babylon6/Q003334	Zarpanitu
ribo-babylon6/Q003334	Enlil
ribo-babylon6/Q003334	Marduk
ribo-babylon6/Q003334	Sin
ribo-babylon6/Q003334	Šamaš
ribo-babylon6/Q003334	Nudimmud
ribo-babylon6/Q003334	Adad
ribo-babylon6/Q003334	Ea
ribo-babylon6/Q003334	Nabu
ribo-babylon6/Q003334	Anu
ribo-babylon6/Q003334	Nisaba
ribo-babylon6/Q003335	Nabu
ribo-babylon6/Q003335	Marduk
ribo-babylon6/Q003335	Kulla
ribo-babylon6/Q003335	Enlil
ribo-babylon6/Q003335	Zarpanitu
ribo-babylon6/Q003336	Marduk
ribo-babylon6/Q003336	Zarpanitu
ribo-babylon6/Q003336	Nisaba
ribo-babylon6/Q003336	Enlil
ribo-babylon6/Q003338	Zarpanitu
ribo-babylon6/Q003338	Marduk
ribo-babylon6/Q003340	Enlil
ribo-babylon6/Q003340	Marduk
ribo-babylon6/Q003340	Ea
ribo-babylon6/Q003341	Šamaš
ribo-babylon6/Q003341	Nisaba
ribo-babylon6/Q003341	Nergal
ribo-babylon6/Q003341	Adad
ribo-babylon6/Q003341	Sin
ribo-babylon6/Q003342	Marduk
ribo-babylon6/Q003342	Zarpanitu
ribo-babylon6/Q003342	Aššur
ribo-babylon6/Q003342	Mullissu
ribo-babylon6/Q003342	Nabu
ribo-babylon6/Q003342	Tašmetu
ribo-babylon6/Q003342	Nanaya
ribo-babylon6/Q003342	Sin
ribo-babylon6/Q003342	Šamaš
ribo-babylon6/Q003342	Bel
ribo-babylon6/Q003343	Nabu
ribo-babylon6/Q003343	Marduk
ribo-babylon6/Q003343	Enlil
ribo-babylon6/Q003343	Šamaš
ribo-babylon6/Q003343	Adad
ribo-babylon6/Q003345	Enlil
ribo-babylon6/Q003345	Anu
ribo-babylon6/Q003345	Ea
ribo-babylon6/Q003345	Marduk
ribo-babylon6/Q003345	Sin
ribo-babylon6/Q003345	Šamaš
ribo-babylon6/Q003345	Nudimmud
ribo-babylon6/Q003345	Adad
ribo-babylon6/Q003345	Kulla
ribo-babylon6/Q003347	Marduk
ribo-babylon6/Q003347	Adad
ribo-babylon6/Q003357	Šarrat-Nippur
ribo-babylon6/Q003357	Enlil
ribo-babylon6/Q003357	Aššur
ribo-babylon6/Q003357	Sin
ribo-babylon6/Q003357	Šamaš
ribo-babylon6/Q003357	Adad
ribo-babylon6/Q003357	Marduk
ribo-babylon6/Q003357	Nabu
ribo-babylon6/Q003357	Nergal
ribo-babylon6/Q003357	Bel
ribo-babylon6/Q003357	Anu
ribo-babylon6/Q003357	Kulla
ribo-babylon6/Q003359	Enlil
ribo-babylon6/Q003359	Aššur
ribo-babylon6/Q003359	Sin
ribo-babylon6/Q003359	Šamaš
ribo-babylon6/Q003359	Adad
ribo-babylon6/Q003359	Marduk
ribo-babylon6/Q003359	Nabu
ribo-babylon6/Q003359	Nergal
ribo-babylon6/Q003359	Bel
ribo-babylon6/Q003359	Anu
ribo-babylon6/Q003362	Ištar
ribo-babylon6/Q003362	Aššur
ribo-babylon6/Q003362	Enlil
ribo-babylon6/Q003362	Marduk
ribo-babylon6/Q003362	Anu
ribo-babylon6/Q003362	Ea
ribo-babylon6/Q003362	Sin
ribo-babylon6/Q003362	Šamaš
ribo-babylon6/Q003362	Adad
ribo-babylon6/Q003362	Nabu
ribo-babylon6/Q003362	Nergal
ribo-babylon6/Q003362	Bel
ribo-babylon6/Q003362	Kulla
ribo-babylon6/Q003363	Ištar
ribo-babylon6/Q003363	Anu
ribo-babylon6/Q003363	Aššur
ribo-babylon6/Q003364	Nanaya
ribo-babylon6/Q003364	Anu
ribo-babylon6/Q003364	Aššur
ribo-babylon6/Q003364	Nabu
ribo-babylon6/Q003365	Nanaya
ribo-babylon6/Q003365	Aššur
ribo-babylon6/Q003365	Nabu
ribo-babylon6/Q003373	Nabu
ribo-babylon6/Q003373	Marduk
ribo-babylon6/Q003373	Dumuzi
ribo-babylon6/Q003373	Ea
ribo-babylon6/Q003373	Asalluhi
ribo-babylon6/Q003374	Ea
ribo-babylon6/Q003374	Asalluhi
ribo-babylon6/Q003374	Marduk
ribo-babylon6/Q003799	Marduk
ribo-babylon6/Q003799	Igigi
ribo-babylon6/Q003799	Anunnaki
ribo-babylon6/Q003799	Kulla
ribo-babylon6/Q003801	Ištar
ribo-babylon6/Q003801	Bel
ribo-babylon6/Q003801	Beltiya
ribo-babylon6/Q003802	Ninmah
ribo-babylon6/Q003802	Bel
ribo-babylon6/Q003802	Beltiya
ribo-babylon6/Q003804	Aššur
ribo-babylon6/Q003804	Šamaš
ribo-babylon6/Q003804	Marduk
ribo-babylon6/Q003804	Ea
ribo-babylon6/Q003810	Kulla
ribo-babylon6/Q003810	Nabu
ribo-babylon6/Q003811	Aššur
ribo-babylon6/Q003811	Šamaš
ribo-babylon6/Q003811	Marduk
ribo-babylon6/Q003811	Nabu
ribo-babylon6/Q003812	Marduk
ribo-babylon6/Q003812	Šamaš
ribo-babylon6/Q003812	Kulla
ribo-babylon6/Q003813	Ištar
ribo-babylon6/Q003813	Adad
ribo-babylon6/Q003813	Ea
ribo-babylon6/Q003813	Marduk
ribo-babylon6/Q003814	Enlil
ribo-babylon6/Q003814	Igigi
ribo-babylon6/Q003814	Anunnaki
ribo-babylon6/Q003814	Aššur
ribo-babylon6/Q003814	Ninurta
ribo-babylon6/Q003814	Kulla
ribo-babylon6/Q003840	Suen
ribo-babylon6/Q003840	Enlil
ribo-babylon6/Q003840	Ningal
ribo-babylon6/Q003841	Suen
ribo-babylon6/Q003841	Enlil
ribo-babylon6/Q003844	Nanna
ribo-babylon6/Q003844	Enlil
ribo-babylon6/Q003845	Nanna
ribo-babylon6/Q003845	Enlil
ribo-babylon6/Q003846	Nanna
ribo-babylon6/Q003846	Enlil
ribo-babylon6/Q003846	Kusu
ribo-babylon6/Q003847	Nanna
ribo-babylon6/Q003847	Enlil
ribo-babylon6/Q003847	Nusku
ribo-babylon6/Q003848	Nanna
ribo-babylon6/Q003848	Enlil
ribo-babylon6/Q003848	Ninimma
ribo-babylon6/Q003849	Nanna
ribo-babylon6/Q003849	Enlil
ribo-babylon6/Q003849	Ennugi
ribo-babylon6/Q003850	Nanna
ribo-babylon6/Q003850	Enlil
ribo-babylon6/Q003851	Nanna
ribo-babylon6/Q003851	Enlil
ribo-babylon6/Q003852	Nanna
ribo-babylon6/Q003852	Enlil
ribo-babylon6/Q003853	Ningal
ribo-babylon6/Q003853	Ninlil
ribo-babylon6/Q003853	Suen
ribo-babylon6/Q003855	Sin
ribo-babylon6/Q003855	Enlil
ribo-babylon6/Q003857	Marduk
ribo-babylon6/Q003857	Enlil
ribo-babylon6/Q003857	Igigi
ribo-babylon6/Q003857	Anunnaki
ribo-babylon6/Q003857	Šulpae
ribo-babylon6/Q003859	Uraš
ribo-babylon6/Q003859	Ninegalak
ribo-babylon6/Q003859	Nabu
ribo-babylon6/Q003859	Marduk
ribo-babylon6/Q003861	Marduk
ribo-babylon6/Q003861	Nabu
ribo-babylon6/Q003861	Nergal
ribo-babylon6/Q006325	Ištar
ribo-babylon6/Q006325	Asari
ribo-babylon6/Q006325	Marduk
ribo-babylon6/Q006325	Kulla
rinap-rinap1/Q003418	Aššur
rinap-rinap1/Q003418	Šamaš
rinap-rinap1/Q003422	Aššur
rinap-rinap1/Q003422	Ištar
rinap-rinap1/Q003429	Adad
rinap-rinap1/Q003429	Marduk
rinap-rinap1/Q003437	Aššur
rinap-rinap1/Q003437	Bel
rinap-rinap1/Q003437	Nabu
rinap-rinap1/Q003437	Nergal
rinap-rinap1/Q003448	Aššur
rinap-rinap1/Q003448	Enlil
rinap-rinap1/Q003448	Marduk
rinap-rinap1/Q003448	Nabu
rinap-rinap1/Q003448	Nergal
rinap-rinap1/Q003448	Šamaš
rinap-rinap1/Q003448	Sin
rinap-rinap1/Q003448	Adad
rinap-rinap1/Q003448	Ea
rinap-rinap1/Q003448	Ištar
rinap-rinap1/Q003448	Sebettu
rinap-rinap1/Q003448	Amurru
rinap-rinap1/Q003448	Šeruʾa
rinap-rinap1/Q003450	Aššur
rinap-rinap1/Q003450	Enlil
rinap-rinap1/Q003450	Marduk
rinap-rinap1/Q003450	Nabu
rinap-rinap1/Q003450	Šamaš
rinap-rinap1/Q003450	Sin
rinap-rinap1/Q003450	Adad
rinap-rinap1/Q003450	Ea
rinap-rinap1/Q003450	Ištar
rinap-rinap1/Q003450	Sebettu
rinap-rinap1/Q003450	Amurru
rinap-rinap1/Q003450	Sumuqan
rinap-rinap1/Q003452	Enlil
rinap-rinap1/Q003452	Šamaš
rinap-rinap1/Q003452	Aššur
rinap-rinap1/Q003452	Šeruʾa
rinap-rinap1/Q003452	Bel
rinap-rinap1/Q003452	Zarpanitu
rinap-rinap1/Q003452	Nabu
rinap-rinap1/Q003452	Tašmetu
rinap-rinap1/Q003452	Nanaya
rinap-rinap1/Q003452	Nergal
rinap-rinap1/Q003452	Laṣ
rinap-rinap1/Q003453	Enlil
rinap-rinap1/Q003453	Šamaš
rinap-rinap1/Q003453	Marduk
rinap-rinap1/Q003459	Enlil
rinap-rinap1/Q003459	Aššur
rinap-rinap1/Q003459	Šamaš
rinap-rinap1/Q003460	Aššur
rinap-rinap1/Q003460	Šamaš
rinap-rinap1/Q003460	Marduk
rinap-rinap1/Q003460	Bel
rinap-rinap1/Q003460	Zarpanitu
rinap-rinap1/Q003460	Nabu
rinap-rinap1/Q003460	Tašmetu
rinap-rinap1/Q003460	Nergal
rinap-rinap1/Q003460	Laṣ
rinap-rinap1/Q003460	Nudimmud
rinap-rinap1/Q003464	Aššur
rinap-rinap1/Q003464	Šamaš
rinap-rinap1/Q003464	Marduk
rinap-rinap1/Q003464	Bel
rinap-rinap1/Q003464	Zarpanitu
rinap-rinap1/Q003464	Nabu
rinap-rinap1/Q003464	Tašmetu
rinap-rinap1/Q003464	Nergal
rinap-rinap1/Q003464	Laṣ
rinap-rinap1/Q003465	Aššur
rinap-rinap1/Q003465	Šamaš
rinap-rinap1/Q003465	Marduk
rinap-rinap1/Q003466	Aššur
rinap-rinap1/Q003466	Ištar
rinap-rinap1/Q003619	Šamaš
rinap-rinap1/Q003619	Ereškigal
rinap-rinap1/Q003619	Anunnaki
rinap-rinap1/Q003619	Ninŋešzidak
rinap-rinap3/Q003475	Aššur
rinap-rinap3/Q003475	Zababa
rinap-rinap3/Q003475	Ištar
rinap-rinap3/Q003475	Enlil
rinap-rinap3/Q003475	Ninagal
rinap-rinap3/Q003476	Aššur
rinap-rinap3/Q003476	Ištar
rinap-rinap3/Q003476	Enlil
rinap-rinap3/Q003476	Ninagal
rinap-rinap3/Q003477	Aššur
rinap-rinap3/Q003477	Ištar
rinap-rinap3/Q003477	Enlil
rinap-rinap3/Q003478	Aššur
rinap-rinap3/Q003478	Ištar
rinap-rinap3/Q003478	Enlil
rinap-rinap3/Q003479	Aššur
rinap-rinap3/Q003479	Ištar
rinap-rinap3/Q003481	Aššur
rinap-rinap3/Q003481	Ištar
rinap-rinap3/Q003484	Aššur
rinap-rinap3/Q003484	Anu
rinap-rinap3/Q003484	Sin
rinap-rinap3/Q003484	Šamaš
rinap-rinap3/Q003484	Adad
rinap-rinap3/Q003484	Nergal
rinap-rinap3/Q003484	Ištar
rinap-rinap3/Q003484	Haya
rinap-rinap3/Q003485	Aššur
rinap-rinap3/Q003485	Anu
rinap-rinap3/Q003485	Sin
rinap-rinap3/Q003485	Šamaš
rinap-rinap3/Q003485	Adad
rinap-rinap3/Q003485	Nergal
rinap-rinap3/Q003485	Ištar
rinap-rinap3/Q003485	Belet-ili
rinap-rinap3/Q003486	Aššur
rinap-rinap3/Q003486	Anu
rinap-rinap3/Q003486	Sin
rinap-rinap3/Q003486	Šamaš
rinap-rinap3/Q003486	Adad
rinap-rinap3/Q003486	Nergal
rinap-rinap3/Q003486	Ištar
rinap-rinap3/Q003486	Belet-ili
rinap-rinap3/Q003487	Aššur
rinap-rinap3/Q003487	Anu
rinap-rinap3/Q003487	Sin
rinap-rinap3/Q003487	Šamaš
rinap-rinap3/Q003487	Adad
rinap-rinap3/Q003487	Nergal
rinap-rinap3/Q003487	Ištar
