[Node list of texts and gods attested in them. This data was used for creating networks with full texts.]
Text	God
rinap-rinap3/Q003487	Belet-ili
rinap-rinap3/Q003489	Aššur
rinap-rinap3/Q003489	Ištar
rinap-rinap3/Q003489	Enlil
rinap-rinap3/Q003489	Ninagal
rinap-rinap3/Q003489	Šarur
rinap-rinap3/Q003489	Šamaš
rinap-rinap3/Q003489	Mullissu
rinap-rinap3/Q003489	Adad
rinap-rinap3/Q003489	Erra
rinap-rinap3/Q003489	Nergal
rinap-rinap3/Q003489	Amurriqanu
rinap-rinap3/Q003489	Ea
rinap-rinap3/Q003490	Aššur
rinap-rinap3/Q003490	Ištar
rinap-rinap3/Q003490	Enlil
rinap-rinap3/Q003490	Ninagal
rinap-rinap3/Q003490	Šarur
rinap-rinap3/Q003490	Šamaš
rinap-rinap3/Q003490	Mullissu
rinap-rinap3/Q003490	Adad
rinap-rinap3/Q003490	Erra
rinap-rinap3/Q003490	Nergal
rinap-rinap3/Q003490	Amurriqanu
rinap-rinap3/Q003490	Ea
rinap-rinap3/Q003490	Nisaba
rinap-rinap3/Q003491	Aššur
rinap-rinap3/Q003491	Ištar
rinap-rinap3/Q003491	Enlil
rinap-rinap3/Q003491	Ninkura
rinap-rinap3/Q003491	Ninšiku
rinap-rinap3/Q003491	Šamaš
rinap-rinap3/Q003491	Mullissu
rinap-rinap3/Q003491	Adad
rinap-rinap3/Q003491	Erra
rinap-rinap3/Q003491	Nergal
rinap-rinap3/Q003491	Nanna
rinap-rinap3/Q003491	Sin
rinap-rinap3/Q003491	Ea
rinap-rinap3/Q003491	Šarur
rinap-rinap3/Q003492	Aššur
rinap-rinap3/Q003492	Sin
rinap-rinap3/Q003492	Šamaš
rinap-rinap3/Q003492	Bel
rinap-rinap3/Q003492	Nabu
rinap-rinap3/Q003492	Nergal
rinap-rinap3/Q003492	Ištar
rinap-rinap3/Q003492	Adad
rinap-rinap3/Q003492	Enlil
rinap-rinap3/Q003492	Šarur
rinap-rinap3/Q003492	Mullissu
rinap-rinap3/Q003492	Erra
rinap-rinap3/Q003492	Nanna
rinap-rinap3/Q003492	Ea
rinap-rinap3/Q003492	Amurriqanu
rinap-rinap3/Q003492	Anu
rinap-rinap3/Q003492	Nisaba
rinap-rinap3/Q003496	Aššur
rinap-rinap3/Q003496	Bel
rinap-rinap3/Q003496	Zarpanitu
rinap-rinap3/Q003496	Sin
rinap-rinap3/Q003496	Šamaš
rinap-rinap3/Q003496	Nabu
rinap-rinap3/Q003496	Nergal
rinap-rinap3/Q003496	Ištar
rinap-rinap3/Q003496	Adad
rinap-rinap3/Q003497	Aššur
rinap-rinap3/Q003497	Bel
rinap-rinap3/Q003497	Zarpanitu
rinap-rinap3/Q003497	Sin
rinap-rinap3/Q003497	Šamaš
rinap-rinap3/Q003497	Nabu
rinap-rinap3/Q003497	Nergal
rinap-rinap3/Q003497	Ištar
rinap-rinap3/Q003497	Adad
rinap-rinap3/Q003498	Aššur
rinap-rinap3/Q003498	Adad
rinap-rinap3/Q003498	Šala
rinap-rinap3/Q003508	Aššur
rinap-rinap3/Q003508	Šamaš
rinap-rinap3/Q003508	Nanaya
rinap-rinap3/Q003508	Uṣur-amassu
rinap-rinap3/Q003508	Belet-balaṭi
rinap-rinap3/Q003508	Palil
rinap-rinap3/Q003508	Ninšiku
rinap-rinap3/Q003508	Mullissu
rinap-rinap3/Q003509	Šamaš
rinap-rinap3/Q003509	Aššur
rinap-rinap3/Q003510	Aššur
rinap-rinap3/Q003510	Anu
rinap-rinap3/Q003510	Enlil
rinap-rinap3/Q003510	Ea
rinap-rinap3/Q003510	Sin
rinap-rinap3/Q003510	Šamaš
rinap-rinap3/Q003510	Adad
rinap-rinap3/Q003510	Nabu
rinap-rinap3/Q003510	Ninurta
rinap-rinap3/Q003510	Ištar
rinap-rinap3/Q003510	Sebettu
rinap-rinap3/Q003510	Ningal
rinap-rinap3/Q003510	Aya
rinap-rinap3/Q003510	Belet-Ninua
rinap-rinap3/Q003511	Aššur
rinap-rinap3/Q003511	Nergal
rinap-rinap3/Q003512	Aššur
rinap-rinap3/Q003512	Ištar
rinap-rinap3/Q003513	Aššur
rinap-rinap3/Q003513	Ištar
rinap-rinap3/Q003514	Aššur
rinap-rinap3/Q003514	Ištar
rinap-rinap3/Q003514	Belet-ili
rinap-rinap3/Q003515	Aššur
rinap-rinap3/Q003515	Ištar
rinap-rinap3/Q003516	Aššur
rinap-rinap3/Q003516	Ninkura
rinap-rinap3/Q003516	Ninšiku
rinap-rinap3/Q003516	Ištar
rinap-rinap3/Q003517	Belet-ili
rinap-rinap3/Q003517	Ninšiku
rinap-rinap3/Q003517	Aššur
rinap-rinap3/Q003517	Ištar
rinap-rinap3/Q003517	Ninkura
rinap-rinap3/Q003518	Aššur
rinap-rinap3/Q003518	Ištar
rinap-rinap3/Q003518	Ninkura
rinap-rinap3/Q003520	Aššur
rinap-rinap3/Q003520	Ea
rinap-rinap3/Q003520	Ištar
rinap-rinap3/Q003520	Ninkura
rinap-rinap3/Q003520	Ninšiku
rinap-rinap3/Q003523	Belet-ili
rinap-rinap3/Q003523	Ninšiku
rinap-rinap3/Q003523	Aššur
rinap-rinap3/Q003523	Šamaš
rinap-rinap3/Q003523	Ninkura
rinap-rinap3/Q003523	Ištar
rinap-rinap3/Q003524	Belet-ili
rinap-rinap3/Q003524	Ninšiku
rinap-rinap3/Q003524	Aššur
rinap-rinap3/Q003577	Aššur
rinap-rinap3/Q003577	Sin
rinap-rinap3/Q003577	Šamaš
rinap-rinap3/Q003578	Šamaš
rinap-rinap3/Q003578	Nabu
rinap-rinap3/Q003578	Uraš
rinap-rinap3/Q003912	Aššur
rinap-rinap3/Q003912	Anu
rinap-rinap3/Q003912	Sin
rinap-rinap3/Q003917	Šamaš
rinap-rinap3/Q003917	Adad
rinap-rinap3/Q003917	Nergal
rinap-rinap3/Q003918	Sin
rinap-rinap3/Q003918	Šamaš
rinap-rinap3/Q003918	Adad
rinap-rinap3/Q003919	Aššur
rinap-rinap3/Q003919	Sin
rinap-rinap3/Q003919	Šamaš
rinap-rinap3/Q003920	Ištar
rinap-rinap3/Q003920	Nabu
rinap-rinap3/Q003920	Uraš
rinap-rinap3/Q003922	Aššur
rinap-rinap3/Q003922	Sin
rinap-rinap3/Q003922	Šamaš
rinap-rinap3/Q003922	Ištar
rinap-rinap3/Q003922	Bel
rinap-rinap3/Q003923	Aššur
rinap-rinap3/Q003923	Šamaš
rinap-rinap3/Q003926	Aššur
rinap-rinap3/Q003926	Sin
rinap-rinap3/Q003926	Šamaš
rinap-rinap3/Q003928	Aššur
rinap-rinap3/Q003928	Sin
rinap-rinap3/Q003928	Šamaš
rinap-rinap3/Q003928	Adad
rinap-rinap3/Q003928	Uraš
rinap-rinap3/Q003931	Sin
rinap-rinap3/Q003931	Šamaš
rinap-rinap3/Q003931	Bel
rinap-rinap3/Q003933	Aššur
rinap-rinap3/Q003933	Sin
rinap-rinap3/Q003933	Šamaš
rinap-rinap3/Q003933	Adad
rinap-rinap3/Q003933	Bel
rinap-rinap3/Q003934	Aššur
rinap-rinap3/Q003934	Sin
rinap-rinap3/Q003934	Šamaš
rinap-rinap3/Q003934	Adad
rinap-rinap3/Q003934	Nabu
rinap-rinap3/Q003934	Uraš
rinap-rinap3/Q003941	Aššur
rinap-rinap3/Q003941	Ištar
rinap-rinap3/Q003949	Aššur
rinap-rinap3/Q003949	Sin
rinap-rinap3/Q003949	Šamaš
rinap-rinap3/Q003949	Bel
rinap-rinap3/Q003949	Nabu
rinap-rinap3/Q003949	Nergal
rinap-rinap3/Q003950	Ištar
rinap-rinap3/Q003950	Aššur
rinap-rinap3/Q003950	Adad
rinap-rinap3/Q003951	Bel
rinap-rinap3/Q003951	Zarpanitu
rinap-rinap3/Q003951	Aššur
rinap-rinap3/Q003951	Anu
rinap-rinap3/Q003951	Sin
rinap-rinap3/Q003951	Šamaš
rinap-rinap3/Q003951	Adad
rinap-rinap3/Q003952	Bel
rinap-rinap3/Q003952	Zarpanitu
rinap-rinap3/Q003952	Aššur
rinap-rinap3/Q003952	Anu
rinap-rinap3/Q003952	Sin
rinap-rinap3/Q003952	Šamaš
rinap-rinap3/Q003952	Adad
rinap-rinap3/Q003953	Aššur
rinap-rinap3/Q003953	Sin
rinap-rinap3/Q003953	Šamaš
rinap-rinap3/Q003953	Nergal
rinap-rinap3/Q003953	Ištar
rinap-rinap3/Q003953	Bel
rinap-rinap3/Q003953	Nabu
rinap-rinap3/Q003956	Ištar
rinap-rinap3/Q003956	Aššur
rinap-rinap3/Q003956	Adad
rinap-rinap3/Q003956	Erra
rinap-rinap3/Q003956	Nergal
rinap-rinap3/Q003956	Amurriqanu
rinap-rinap3/Q003956	Ea
rinap-rinap3/Q003958	Aššur
rinap-rinap3/Q003958	Mullissu
rinap-rinap3/Q003958	Sin
rinap-rinap3/Q003958	Šamaš
rinap-rinap3/Q003958	Anu
rinap-rinap3/Q003958	Adad
rinap-rinap3/Q003958	Sumuqan
rinap-rinap3/Q003958	Ištar
rinap-rinap3/Q003958	Marduk
rinap-rinap3/Q003958	Igigi
rinap-rinap3/Q003958	Anunnaki
rinap-rinap3/Q003958	Ninurta
rinap-rinap3/Q003958	Enlil
rinap-rinap3/Q003958	Nabu
rinap-rinap3/Q003958	Nergal
rinap-rinap3/Q003958	Palil
rinap-rinap3/Q003958	Sebettu
rinap-rinap3/Q003958	Ningal
rinap-rinap3/Q003960	Kulla
rinap-rinap3/Q003960	Aššur
rinap-rinap3/Q003960	Igigi
rinap-rinap3/Q003960	Anunnaki
rinap-rinap3/Q003960	Ea
rinap-rinap3/Q003960	Enbilulu
rinap-rinap3/Q003961	Aššur
rinap-rinap3/Q003961	Adad
rinap-rinap3/Q003962	Aššur
rinap-rinap3/Q003962	Sin
rinap-rinap3/Q003962	Šamaš
rinap-rinap3/Q003962	Adad
rinap-rinap3/Q003962	Ištar
rinap-rinap3/Q003963	Igigi
rinap-rinap3/Q003963	Anunnaki
rinap-rinap3/Q003963	Anu
rinap-rinap3/Q003963	Aššur
rinap-rinap3/Q003963	Sin
rinap-rinap3/Q003963	Šamaš
rinap-rinap3/Q003963	Adad
rinap-rinap3/Q003963	Belet-ili
rinap-rinap3/Q003963	Ištar
rinap-rinap3/Q003964	Aššur
rinap-rinap3/Q003964	Igigi
rinap-rinap3/Q003964	Anunnaki
rinap-rinap3/Q003964	Anu
rinap-rinap3/Q003964	Enlil
rinap-rinap3/Q003965	Aššur
rinap-rinap3/Q003965	Šamaš
rinap-rinap3/Q003965	Adad
rinap-rinap3/Q003965	Ninagal
rinap-rinap3/Q003965	Tiamat
rinap-rinap3/Q003965	Amurru
rinap-rinap3/Q003965	Šarur
rinap-rinap3/Q003965	Kakka
rinap-rinap3/Q003965	Nusku
rinap-rinap3/Q003965	Madanu
rinap-rinap3/Q003965	Tišpak
rinap-rinap3/Q003965	Ninurta
rinap-rinap3/Q003965	Kusu
rinap-rinap3/Q003965	Haya
rinap-rinap3/Q003965	Sebettu
rinap-rinap3/Q003965	Mullissu
rinap-rinap3/Q003965	Šeruʾa
rinap-rinap3/Q003965	Sin
rinap-rinap3/Q003965	Ningal
rinap-rinap3/Q003965	Aya
rinap-rinap3/Q003965	Kippat-mati
rinap-rinap3/Q003965	Anu
rinap-rinap3/Q003965	Antu
rinap-rinap3/Q003965	Šala
rinap-rinap3/Q003965	Ea
rinap-rinap3/Q003965	Damkina
rinap-rinap3/Q003965	Belet-ili
rinap-rinap3/Q003966	Aššur
rinap-rinap3/Q003966	Igigi
rinap-rinap3/Q003966	Anunnaki
rinap-rinap3/Q003967	Aššur
rinap-rinap3/Q003967	Mullissu
rinap-rinap3/Q003967	Bel
rinap-rinap3/Q003971	Aššur
rinap-rinap3/Q003971	Anu
rinap-rinap3/Q003971	Sin
rinap-rinap3/Q003971	Šamaš
rinap-rinap3/Q003971	Adad
rinap-rinap3/Q003971	Nergal
rinap-rinap3/Q003971	Ištar
rinap-rinap3/Q003971	Belet-ili
rinap-rinap3/Q003971	Ea
rinap-rinap3/Q003971	Enlil
rinap-rinap3/Q003971	Igigi
rinap-rinap3/Q003971	Kulla
rinap-rinap3/Q003972	Aššur
rinap-rinap3/Q003972	Mullissu
rinap-rinap3/Q003972	Šamaš
rinap-rinap3/Q003972	Adad
rinap-rinap3/Q003972	Enlil
rinap-rinap3/Q003973	Aššur
rinap-rinap3/Q003973	Šamaš
rinap-rinap3/Q003973	Adad
rinap-rinap3/Q003973	Kulla
rinap-rinap3/Q003973	Enlil
rinap-rinap3/Q003977	Aššur
rinap-rinap3/Q003977	Anu
rinap-rinap3/Q003977	Sin
rinap-rinap3/Q003977	Šamaš
rinap-rinap3/Q003977	Adad
rinap-rinap3/Q003977	Nergal
rinap-rinap3/Q003977	Ištar
rinap-rinap3/Q003977	Belet-ili
rinap-rinap3/Q003978	Aššur
rinap-rinap3/Q003978	Šeruʾa
rinap-rinap3/Q003978	Anu
rinap-rinap3/Q003978	Sin
rinap-rinap3/Q003978	Šamaš
rinap-rinap3/Q003978	Adad
rinap-rinap3/Q003978	Ištar
rinap-rinap3/Q003978	Belet-ili
rinap-rinap3/Q003978	Kakka
rinap-rinap3/Q003978	Haya
rinap-rinap3/Q003978	Kusu
rinap-rinap3/Q003978	Lumha
rinap-rinap3/Q003978	Dunga
rinap-rinap3/Q003978	Egalkiba
rinap-rinap3/Q003980	Aššur
rinap-rinap3/Q003980	Mullissu
rinap-rinap3/Q003980	Šeruʾa
rinap-rinap3/Q003980	Sin
rinap-rinap3/Q003980	Ningal
rinap-rinap3/Q003980	Šamaš
rinap-rinap3/Q003980	Aya
rinap-rinap3/Q003980	Anu
rinap-rinap3/Q003980	Antu
rinap-rinap3/Q003980	Adad
rinap-rinap3/Q003980	Šala
rinap-rinap3/Q003980	Ištar
rinap-rinap3/Q003980	Belet-ili
rinap-rinap3/Q003980	Haya
rinap-rinap3/Q003980	Kusu
rinap-rinap3/Q003980	Lumha
rinap-rinap3/Q003980	Dunga
rinap-rinap3/Q003980	Egalkiba
rinap-rinap3/Q003981	Belet-ili
rinap-rinap3/Q003981	Haya
rinap-rinap3/Q003995	Aššur
rinap-rinap3/Q003995	Anu
rinap-rinap3/Q003995	Sin
rinap-rinap3/Q003998	Aššur
rinap-rinap3/Q003998	Igigi
rinap-rinap3/Q003998	Anunnaki
rinap-rinap3/Q003998	Šeruʾa
rinap-rinap3/Q003998	Ištar
rinap-rinap3/Q003998	Belet-ili
rinap-rinap3/Q003998	Kakka
rinap-rinap3/Q003998	Haya
rinap-rinap3/Q003998	Kusu
rinap-rinap3/Q003998	Lumha
rinap-rinap3/Q003998	Dunga
rinap-rinap3/Q003998	Egalkiba
rinap-rinap3/Q003998	Ninagal
rinap-rinap3/Q003998	Dagan
rinap-rinap3/Q004001	Aššur
rinap-rinap3/Q004001	Igigi
rinap-rinap3/Q004002	Aššur
rinap-rinap3/Q004002	Igigi
rinap-rinap3/Q004010	Aššur
rinap-rinap3/Q004010	Kulla
rinap-rinap3/Q004014	Šamaš
rinap-rinap3/Q004014	Enlil
rinap-rinap3/Q004014	Aššur
rinap-rinap3/Q004014	Igigi
rinap-rinap3/Q004015	Aššur
rinap-rinap3/Q004015	Mullissu
rinap-rinap3/Q004017	Aššur
rinap-rinap3/Q004017	Igigi
rinap-rinap3/Q004017	Anunnaki
rinap-rinap3/Q004017	Mullissu
rinap-rinap3/Q004018	Aššur
rinap-rinap3/Q004018	Zababa
rinap-rinap3/Q004018	Nergal
rinap-rinap3/Q004027	Aššur
rinap-rinap3/Q004027	Sin
rinap-rinap3/Q004027	Šamaš
rinap-rinap3/Q004027	Adad
rinap-rinap3/Q004027	Ninurta
rinap-rinap3/Q004027	Ištar
rinap-rinap3/Q004028	Aššur
rinap-rinap3/Q004028	Anu
rinap-rinap3/Q004028	Enlil
rinap-rinap3/Q004028	Ea
rinap-rinap3/Q004028	Sin
rinap-rinap3/Q004028	Šamaš
rinap-rinap3/Q004028	Adad
rinap-rinap3/Q004028	Marduk
rinap-rinap3/Q004028	Nabu
rinap-rinap3/Q004028	Nergal
rinap-rinap3/Q004028	Ištar
rinap-rinap3/Q004028	Sebettu
rinap-rinap3/Q004028	Enbilulu
rinap-rinap3/Q004028	Šala
rinap-rinap3/Q004035	Aššur
rinap-rinap3/Q004035	Anu
rinap-rinap3/Q004035	Enlil
rinap-rinap3/Q004035	Ea
rinap-rinap3/Q004035	Sin
rinap-rinap3/Q004035	Šamaš
rinap-rinap3/Q004035	Adad
rinap-rinap3/Q004035	Marduk
rinap-rinap3/Q004035	Nabu
rinap-rinap3/Q004035	Nergal
rinap-rinap3/Q004035	Ištar
rinap-rinap3/Q004035	Sebettu
rinap-rinap3/Q004035	Bel
rinap-rinap3/Q004035	Zarpanitu
rinap-rinap3/Q004075	Nabu
rinap-rinap3/Q004075	Marduk
rinap-rinap3/Q004079	Aššur
rinap-rinap3/Q004079	Anu
rinap-rinap3/Q004079	Ea
rinap-rinap3/Q004079	Enlil
rinap-rinap3/Q004079	Sin
rinap-rinap3/Q004079	Šamaš
rinap-rinap3/Q004079	Adad
rinap-rinap4/Q003230	Aššur
rinap-rinap4/Q003230	Šamaš
rinap-rinap4/Q003230	Bel
rinap-rinap4/Q003230	Nabu
rinap-rinap4/Q003230	Ištar
rinap-rinap4/Q003230	Sin
rinap-rinap4/Q003230	Adad
rinap-rinap4/Q003230	Marduk
rinap-rinap4/Q003230	Nergal
rinap-rinap4/Q003230	Ea
rinap-rinap4/Q003230	Mullissu
rinap-rinap4/Q003230	Atar-samayin
rinap-rinap4/Q003230	Daya
rinap-rinap4/Q003230	Nuhaya
rinap-rinap4/Q003230	Ruldawu
rinap-rinap4/Q003230	Abirillu
rinap-rinap4/Q003230	Atar-quruma
rinap-rinap4/Q003230	Belet-ili
rinap-rinap4/Q003231	Aššur
rinap-rinap4/Q003231	Sin
rinap-rinap4/Q003231	Šamaš
rinap-rinap4/Q003231	Nabu
rinap-rinap4/Q003231	Marduk
rinap-rinap4/Q003231	Ištar
rinap-rinap4/Q003231	Bel
rinap-rinap4/Q003232	Aššur
rinap-rinap4/Q003232	Sin
rinap-rinap4/Q003232	Šamaš
rinap-rinap4/Q003232	Bel
rinap-rinap4/Q003232	Nabu
rinap-rinap4/Q003232	Ištar
rinap-rinap4/Q003234	Aššur
rinap-rinap4/Q003234	Sin
rinap-rinap4/Q003234	Šamaš
rinap-rinap4/Q003234	Bel
rinap-rinap4/Q003234	Nabu
rinap-rinap4/Q003234	Ištar
rinap-rinap4/Q003234	Adad
rinap-rinap4/Q003234	Marduk
rinap-rinap4/Q003235	Aššur
rinap-rinap4/Q003235	Sin
rinap-rinap4/Q003235	Šamaš
rinap-rinap4/Q003235	Bel
rinap-rinap4/Q003235	Nabu
rinap-rinap4/Q003235	Nergal
rinap-rinap4/Q003235	Ištar
rinap-rinap4/Q003235	Atar-samayin
rinap-rinap4/Q003235	Daya
rinap-rinap4/Q003235	Nuhaya
rinap-rinap4/Q003235	Ruldawu
rinap-rinap4/Q003235	Abirillu
rinap-rinap4/Q003235	Atar-quruma
rinap-rinap4/Q003236	Bel
rinap-rinap4/Q003236	Nabu
rinap-rinap4/Q003236	Aššur
rinap-rinap4/Q003237	Aššur
rinap-rinap4/Q003237	Erua
rinap-rinap4/Q003237	Zarpanitu
rinap-rinap4/Q003237	Sin
rinap-rinap4/Q003237	Šamaš
rinap-rinap4/Q003237	Adad
rinap-rinap4/Q003237	Bel
rinap-rinap4/Q003237	Beltiya
rinap-rinap4/Q003237	Nabu
rinap-rinap4/Q003237	Ištar
rinap-rinap4/Q003237	Šarur
rinap-rinap4/Q003239	Aššur
rinap-rinap4/Q003239	Šamaš
rinap-rinap4/Q003239	Sin
rinap-rinap4/Q003240	Sin
rinap-rinap4/Q003240	Šamaš
rinap-rinap4/Q003241	Aššur
rinap-rinap4/Q003241	Sin
rinap-rinap4/Q003241	Ningal
rinap-rinap4/Q003241	Šamaš
rinap-rinap4/Q003241	Aya
rinap-rinap4/Q003246	Ištar
rinap-rinap4/Q003246	Aššur
rinap-rinap4/Q003248	Ninurta
rinap-rinap4/Q003248	Adad
rinap-rinap4/Q003260	Aššur
rinap-rinap4/Q003260	Sin
rinap-rinap4/Q003260	Šamaš
rinap-rinap4/Q003260	Bel
rinap-rinap4/Q003260	Nabu
rinap-rinap4/Q003261	Aššur
rinap-rinap4/Q003261	Šamaš
rinap-rinap4/Q003262	Aššur
rinap-rinap4/Q003262	Marduk
rinap-rinap4/Q003262	Mullissu
rinap-rinap4/Q003262	Šeruʾa
rinap-rinap4/Q003262	Ninurta
rinap-rinap4/Q003262	Gula
rinap-rinap4/Q003262	Nergal
rinap-rinap4/Q003262	Ištar
rinap-rinap4/Q003262	Nusku
rinap-rinap4/Q003263	Aššur
rinap-rinap4/Q003263	Marduk
rinap-rinap4/Q003265	Aššur
rinap-rinap4/Q003265	Adad
rinap-rinap4/Q003267	Sin
rinap-rinap4/Q003267	Ningal
rinap-rinap4/Q003267	Nusku
rinap-rinap4/Q003267	Nanna
rinap-rinap4/Q003272	Anu
rinap-rinap4/Q003272	Aššur
rinap-rinap4/Q003272	Marduk
rinap-rinap4/Q003272	Zarpanitu
rinap-rinap4/Q003272	Nabu
rinap-rinap4/Q003272	Tašmetu
rinap-rinap4/Q003272	Ištar
rinap-rinap4/Q003273	Enlil
rinap-rinap4/Q003273	Marduk
rinap-rinap4/Q003273	Zarpanitu
rinap-rinap4/Q003273	Bel
rinap-rinap4/Q003273	Aššur
rinap-rinap4/Q003274	Nabu
rinap-rinap4/Q003274	Nergal
rinap-rinap4/Q003274	Aššur
rinap-rinap4/Q003274	Bel
rinap-rinap4/Q003277	Aššur
rinap-rinap4/Q003277	Igigi
rinap-rinap4/Q003277	Anunnaki
rinap-rinap4/Q003277	Anu
rinap-rinap4/Q003277	Enlil
rinap-rinap4/Q003277	Ea
rinap-rinap4/Q003277	Sin
rinap-rinap4/Q003277	Šamaš
rinap-rinap4/Q003277	Adad
rinap-rinap4/Q003277	Marduk
rinap-rinap4/Q003277	Nabu
rinap-rinap4/Q003277	Nergal
rinap-rinap4/Q003277	Sebettu
rinap-rinap4/Q003277	Tašmetu
rinap-rinap4/Q003277	Ištar
rinap-rinap4/Q003277	Ninurta
rinap-rinap4/Q003277	Nudimmud
rinap-rinap4/Q003277	Ninšiku
rinap-rinap4/Q003277	Bel
rinap-rinap4/Q003277	Beltiya
rinap-rinap4/Q003277	Belet-Babili
rinap-rinap4/Q003277	Madanu
rinap-rinap4/Q003277	Zarpanitu
rinap-rinap4/Q003277	Amurru
rinap-rinap4/Q003277	Belet-balaṭi
rinap-rinap4/Q003277	Mar-biti
rinap-rinap4/Q003277	Uṣur-amassu
rinap-rinap4/Q003277	Humhum
rinap-rinap4/Q003280	Marduk
rinap-rinap4/Q003280	Zarpanitu
rinap-rinap4/Q003280	Tašmetu
rinap-rinap4/Q003282	Marduk
rinap-rinap4/Q003282	Zarpanitu
rinap-rinap4/Q003283	Aššur
rinap-rinap4/Q003283	Mullissu
rinap-rinap4/Q003283	Dagan
rinap-rinap4/Q003283	Ninagal
rinap-rinap4/Q003283	Ea
rinap-rinap4/Q003283	Nabu
rinap-rinap4/Q003283	Tašmetu
rinap-rinap4/Q003283	Kusibanda
rinap-rinap4/Q003283	Ištar
rinap-rinap4/Q003283	Nergal
rinap-rinap4/Q003286	Enlil
rinap-rinap4/Q003286	Aššur
rinap-rinap4/Q003286	Šamaš
rinap-rinap4/Q003286	Bel
rinap-rinap4/Q003286	Nabu
rinap-rinap4/Q003286	Sin
rinap-rinap4/Q003286	Ea
rinap-rinap4/Q003286	Anu
rinap-rinap4/Q003286	Kubu
rinap-rinap4/Q003286	Adad
rinap-rinap4/Q003286	Ninurta
rinap-rinap4/Q003286	Nusku
rinap-rinap4/Q003287	Aššur
rinap-rinap4/Q003287	Mullissu
rinap-rinap4/Q003288	Aššur
rinap-rinap4/Q003288	Mullissu
rinap-rinap4/Q003289	Aššur
rinap-rinap4/Q003289	Enlil
rinap-rinap4/Q003289	Igigi
rinap-rinap4/Q003289	Bel
rinap-rinap4/Q003289	Beltiya
rinap-rinap4/Q003289	Belet-Babili
rinap-rinap4/Q003289	Ea
rinap-rinap4/Q003289	Madanu
rinap-rinap4/Q003289	Šamaš
rinap-rinap4/Q003289	Asalluhi
rinap-rinap4/Q003289	Belet-ili
rinap-rinap4/Q003289	Kusu
rinap-rinap4/Q003289	Ninkura
rinap-rinap4/Q003289	Ninagal
rinap-rinap4/Q003289	Kusibanda
rinap-rinap4/Q003289	Ninildum
rinap-rinap4/Q003293	Aššur
rinap-rinap4/Q003293	Mullissu
rinap-rinap4/Q003299	Aššur
rinap-rinap4/Q003299	Sin
rinap-rinap4/Q003299	Šamaš
rinap-rinap4/Q003299	Bel
rinap-rinap4/Q003299	Nabu
rinap-rinap4/Q003299	Ištar
rinap-rinap4/Q003300	Aššur
rinap-rinap4/Q003300	Sin
rinap-rinap4/Q003300	Šamaš
rinap-rinap4/Q003300	Bel
rinap-rinap4/Q003300	Nabu
rinap-rinap4/Q003300	Ištar
rinap-rinap4/Q003306	Aššur
rinap-rinap4/Q003306	Ištar
rinap-rinap4/Q003306	Sin
rinap-rinap4/Q003306	Šamaš
rinap-rinap4/Q003306	Nabu
rinap-rinap4/Q003306	Marduk
rinap-rinap4/Q003306	Ninšiku
rinap-rinap4/Q003306	Ninurta
rinap-rinap4/Q003306	Enlil
rinap-rinap4/Q003307	Aššur
rinap-rinap4/Q003307	Ištar
rinap-rinap4/Q003307	Sin
rinap-rinap4/Q003307	Šamaš
rinap-rinap4/Q003307	Nabu
rinap-rinap4/Q003307	Marduk
rinap-rinap4/Q003307	Ninurta
rinap-rinap4/Q003307	Enlil
rinap-rinap4/Q003308	Aššur
rinap-rinap4/Q003308	Ištar
rinap-rinap4/Q003308	Sin
rinap-rinap4/Q003308	Šamaš
rinap-rinap4/Q003308	Nabu
rinap-rinap4/Q003308	Marduk
rinap-rinap4/Q003308	Bel
rinap-rinap4/Q003308	Nergal
rinap-rinap4/Q003308	Ninurta
rinap-rinap4/Q003308	Enlil
rinap-rinap4/Q003322	Aššur
rinap-rinap4/Q003322	Ištar
rinap-rinap4/Q003322	Sin
rinap-rinap4/Q003322	Šamaš
rinap-rinap4/Q003322	Nabu
rinap-rinap4/Q003322	Marduk
rinap-rinap4/Q003322	Bel
rinap-rinap4/Q003322	Nergal
rinap-rinap4/Q003322	Laṣ
rinap-rinap4/Q003326	Atar-samayin
rinap-rinap4/Q003326	Daya
rinap-rinap4/Q003326	Nuhaya
rinap-rinap4/Q003326	Ruldawu
rinap-rinap4/Q003326	Abirillu
rinap-rinap4/Q003326	Atar-quruma
rinap-rinap4/Q003326	Aššur
rinap-rinap4/Q003327	Aššur
rinap-rinap4/Q003327	Anu
rinap-rinap4/Q003327	Enlil
rinap-rinap4/Q003327	Ea
rinap-rinap4/Q003327	Sin
rinap-rinap4/Q003327	Nanna
rinap-rinap4/Q003327	Šamaš
rinap-rinap4/Q003327	Adad
rinap-rinap4/Q003327	Marduk
rinap-rinap4/Q003327	Igigi
rinap-rinap4/Q003327	Anunnaki
rinap-rinap4/Q003327	Ištar
rinap-rinap4/Q003327	Sebettu
rinap-rinap4/Q003327	Nabu
rinap-rinap4/Q003328	Aššur
rinap-rinap4/Q003328	Nabu
rinap-rinap4/Q003328	Sin
rinap-rinap4/Q003328	Šamaš
rinap-rinap4/Q003328	Marduk
rinap-rinap4/Q003328	Ištar
rinap-rinap4/Q003330	Aššur
rinap-rinap4/Q003330	Nabu
rinap-rinap4/Q003330	Marduk
rinap-rinap4/Q003330	Sin
rinap-rinap4/Q003330	Anu
